id,name
1071,DR. HIBBERT'S EXAMINING ROOM
1072,MARTIN PRINCE'S BACKYARD
1073,JIMMY STEWART CHARACTER HOUSE
1074,FLANDERS' FRONT YARD
1075,FLANDERS' LIVING ROOM
1076,Lisa's Classroom
1077,Springfield Elementary School Band Room
1078,DRAINAGE TUNNEL
1079,Allison's Living Room
1080,Allison's Playroom
1081,Honey Factory
1082,SHORTY'S
1083,Street In Small Town In Amish Country
1084,FREEWAY CHECKPOINT
1085,CHECKPOINT
1086,Motel
1087,Itchy & Scratchy Land
1088,Itchy & Scratchy Land Park n' Fly
1089,Itchy & Scratchy Land Helicopter
1090,Itchy & Scratchy Land Entrance
1091,Itchy & Scratchy Hotel Restaurant
1092,Itchy & Scratchy Hotel
1093,PARENTS ISLAND
1094,Itchy's 70's Disco
1095,ITCHY & SCRATCHY GIFT SHOP
1096,SCRATCHY
1097,CONTROL COMPLEX
1098,CONTROL CENTER
1099,GIFT SHOP
1100,DETENTION AREA
1101,REPAIR ROOM
1102,BIRD SANCTUARY
1103,ENTRANCE EURO ITCHY & SCRATCHY LAND
1104,Public Library
1105,MRS. MCFEARLY'S HOUSE
1106,REPUBLICAN HQ
1107,Sideshow Bob's Limousine
1108,LUNCHEONETTE
1109,CIVIC CENTER
1110,POLLING PLACE
1111,PARKING STRUCTURE
1112,BURNS' MOUNTAIN RETREAT
1113,Caretakers Quarters
1114,GRAND BALLROOM
1115,FIRST FLOOR
1116,PANTRY
1117,Chief Wiggum's Office
1118,Groundskeeper Willie's Shack
1119,Shack
1120,BASEMENT
1121,TIME VORTEX
1122,SPRINGFIELD JUNGLE
1123,HIGH TECH ROOM
1124,CORRIDOR
1125,SPRINGFIELD PRIMEVAL JUNGLE
1126,CAFETERIA STOREROOM
1127,KITCHEN DOOR
1128,NEIGHBORHOOD PLAYGROUND
1129,SEASHORE
1130,WINDY HILLTOP
1131,GYM TEACHER'S OFFICE
1132,Springfield Skating Rink
1133,HOCKEY RINK
1134,THE STEPS OF THE CAPITOL
2172,BUSHES
1135,MONSTER ISLAND
1136,SKATING RINK LOCKER ROOM
1137,SKATING RINK
1138,Apu's Apartment
1139,ICE RINK
1140,Candy Convention
1141,Rock Bottom Studio
1142,UNDERWATER WONDERLAND
1143,Springfield Cable Station
1144,Public Access Studio
1145,COLLEGE DORM
1146,Huge Bookstore
1147,Bookstore
1148,Romantic Motel
1149,Appliance Store
1150,ROAD OUT OF TOWN
1151,Old Simpson Farmhouse
1152,Simpson Barn
1153,Simpson Farmhouse
1154,Farmhouse
1155,UPSCALE BAR
1156,CHEERS-LIKE BAR
1157,GAY BAR
1158,The Little Black Box
1159,AIRLINE HEADQUARTERS
1160,AIRPLANE RUNWAY
1161,Video Store
1162,PSYCHIATRIST'S WAITING ROOM
1163,Dr. Zweig's Office
1164,PSYCHIATRIC CENTER
1165,Lobby
1166,MARGE'S CHILDHOOD HOME
1167,Desolate Planet
1168,MARGE'S FRONT YARD
1169,CORN FIELD
1170,AIRPORT RUNWAY
1171,COPTER
1172,Lenny and Carl Workstation
1173,TEMPLE ROOF
1174,STONECUTTER TUNNEL
1175,BASKIN ROBBINS
1176,Stonecutters Lodge
1177,A HOSPITAL DELIVERY ROOM
1178,FIGHTER COCKPIT
1179,FIGHTER
1180,OBSERVATORY
1181,House Of Representatives
1182,House Of Representative
1183,Flanders Backyard
1184,BOMB SHELTER
1185,Krusty's Klown Kollege
1186,Luigi's
1187,CLOWN COLLEGE
1188,GANGSTER'S CAR
1189,Car Lot
1190,Switzerland Village
1191,Plastic Surgeons Office
1192,GANGSTERS CAR
1193,South Pole
1194,Banana Republic
1195,FASHIONABLE BUENOS AIRES STREET
1196,VOLCANIC ISLAND
1197,Australia
1198,Australian House
1199,Earth
1200,Australian Airport
1201,EMBASSY
1202,EMBASSY LATER
1203,CULTURAL CENTER
1204,Pub
1205,Parliament House
1206,AMBASSADOR'S OFFICE
1207,Discount Brokerage
1208,CORPORATE BOARDROOM
1209,Swimming Pool
1210,Springfield Elementary School Gym
1211,First National Bank of Springfield
1212,DOORWAY
1213,Ballet Class
1214,SHOT
1215,Limousine
1216,Driver's Test Car
1217,SPRINGFIELD PERFORMING ARTS CENTER
1218,PERFORMING ARTS CENTER
1219,SPRINGFIELD RIVER
1220,HOSPITAL BED
1221,N.Y. CITY
1222,Desert
1223,Springfield Hotel
1224,COMMITTEE ROOM
1225,Hotel Hallway
1226,Dorothy Chandler Pavilion
1227,MEADOW
1228,Friar Wiggum's Fantastical Beastarium
1229,Tent
1230,Lisa's Dorm
1231,DORM ROOM
1234,PARKFIELD MANOR
1235,Skyscraper
1236,OTTO CAB
1237,New Bedroom
1238,SPRINGFIELD MEADOW
1239,BRIDE'S TENT
1240,MAIN TENT
1241,Lisa's Tent
1242,GROOM'S TENT
1243,RENAISSANCE FAIR
1244,Chief Wiggum's Bedroom
1245,Pet Store
1246,DOG RACING TRACK LOBBY
1247,Track
1248,Burns's Gate
1249,Burns's Bathroom
1250,Laundry Chute
1251,BASEMENT LAUNDRY ROOM
1252,BATTLEFIELD ENTRANCE
1253,HISTORICAL SITE
1254,BATTLEFIELD RE-CREATION
1255,Gym Class
1256,ELEGANT LIVING ROOM
1257,ANOTHER CLASSROOM
1258,Hallway Outside Skinner's Office
1259,Springfield Elementary School Prison
1260,Nurses Office A Little Later
1261,French Classroom
1262,Operating Room
1263,HOSPITAL ROOM A FEW HOURS LATER
1264,Hospital Hallway
1265,Springfield Bridge
1266,MURPHY'S HOSPITAL ROOM
1267,The Jazz Hole
1268,STEVE ALLEN SHOW
1269,Swanky Department Store
1270,COSBY SHOW LIVING ROOM
1271,Bleeding Gums Murphy's Hospital Room
1272,SPRINGFIELD CEMETERY DAY
1273,Wjazz
1274,Jebediah Springfield Park
1275,Small Park (includes A Band Shell)
1276,GRASSY KNOLL
1277,City Street
1278,Springfield Police Academy
1279,OBSTACLE COURSE
1280,SHOOTING RANGE
1281,DRIVING COURSE
1282,SPRINGFIELD CITY STREET
1283,MINOR LEAGUE BASEBALL FIELD
1284,LEMON TREE AREA
1285,BORDERLAND
1286,Shelbyville Street
1287,Shelbyville Park
1288,Shelbyville Hillside
1289,FLANDERS R.V.
1290,Shelbyville Bluffs
1291,BIG CAT BUILDING
1292,Hill
1293,GRASSY HILL
1294,IMPOUND LOT
1295,Shelbyville Hospital
1296,R.V.
1297,Springfield Elementary School Roof
1298,Burns Oil Site
1299,TOWN HALL STEPS
1300,FRONT OF TOWN HALL
1301,Smithers's Apartment
1302,NIGHTCLUB
1303,PADDY WAGON
1304,BACK OF COMIC BOOK STORE
1305,SOME NERD'S HOUSE
1306,Hollywood Studio
1307,Producer's Trailer
1308,MOVIE SET
1309,SHOOT LOCATION
1310,Milhouse's Starwagon
1311,EDITING TRAILER
1312,EDITING BAY
1313,Slot Car Heaven
1314,Abandoned Factory
1315,HOLLYWOOD AND VINE
1316,SPRINGFIELD BENTLEY DEALER
1317,CHILD WELFARE BOARD
1318,Mingled Waters Health Spa
1319,Swartzwelder County Courthouse
1320,Family Skills Class
1321,Road Near Riverbank
1322,ESTABLISHING
1323,SPRINGFIELD CENTRAL PARK
1324,Uncle Moe's Family Feedbag
1325,181st Street
1326,Gramma Van Houten's Apartment
1327,Storytown Village
1328,THE THREE BEARS' HOUSE
1329,TRAIN RIDE
1330,PETTING ZOO
1331,SHEEP PEN
1332,Slaughterhouse Exit
1333,Kwik-E-Mart Roof
1334,Lard Lad Donuts
1335,SPRINGFIELD STRIP
1336,ROOFTOP OF CHANNEL 6
1337,BIG AND TALL MEN'S SHOP
1338,Van Brunt & Churchill Ad Agency
1339,AD AGENCY
1340,REMOTE HIGHWAY OUT OF TOWN
1341,VENTURA BOULEVARD
1342,Dr. Nick Rivera's Office
1343,Dr. Nick Rivera's Outer Office
1344,VAST WAISTBAND
1345,REMOTE IDYLLIC CORN FIELD
1346,LITTER-STREWN HIGHWAY
1347,SPRINGFIELD HIGHWAY
1348,TOP OF SPRINGFIELD FALLS
1349,Springfield Cemetery
1350,HOMER'S BOYHOOD HOME
1351,Germ Warfare Lab
1352,Springfield Post Office
1353,Springfield Airport Cab Stand
1354,Patty and Selma's Living Room
1355,ISOLATED STRETCH OF HIGHWAY
1356,ISOLATED HIGHWAY
1357,Springwood Minimum Security Prison
1358,Air Force Base
1359,Duff Blimp Exhibit
1360,F-15 FIGHTER DISPLAY
1361,F-15 FIGHTER
1362,COLONEL'S WASHROOM
1363,AIR SHOW
1364,Channel Ocho
1365,Duff Blimp
1366,CIVIL DEFENSE SHACK
1367,HARRIER JET
1368,WRIGHT BROS. PLANE
1369,FIGHTER JET
1370,SPRINGFIELD BADLANDS
1371,Springfield Civic Auditorium
1372,MATT GROENING'S OFFICE
1373,INDIAN PALACE
1374,Try-N-Save
1375,Burns's Outer Office
1376,BUSH HOUSE
1377,BUSH PORCH
1378,ELKS LODGE
1379,STORM DRAIN
1380,SEWER DRAIN
1381,Ogdenville Outlet Mall
1382,ELECTRONICS OUTLET
1383,Appliance Zone
1384,FASHION MART
1385,Springfield Opera House
1386,Springfield Glen Country Club
1387,Golf Course
1388,REMOTE HIGHWAY
1389,LAW FIRM
1390,Haunted House
1391,DOWNTOWN
1392,IRS Plaza
1393,IRS Building
1394,Krusty's Street
1395,Krusty's Mansion
1396,Base Of Mountain
1397,SPRINGFIELD SHORES
1398,SPRINGFIELD MARINA - BAIT & TACKLE SHOP
1399,BAIT & TACKLE SHOP
1400,SPRINGFIELD MARINA - SLIP 8
1401,BEACH - A WHILE LATER
1402,Springfield Historical Society
1403,HISTORICAL SOCIETY
1404,Copy Jalopy
1405,Graveyard
1406,SPRINGFIELD DRAGSTRIP
1407,Burns's Limo
1408,Tropical Beach
1409,TROPICAL NIGHT CLUB
1410,BUSINESS DISTRICT
1411,Channel 6 Commentator's Booth
1412,BUMTOWN SECTION
1413,AN EVEN WORSE LOOKING PART OF BUMTOWN
1414,Seedy Hotel
1415,CHESTER'S HOUSE
1416,SPRINGFIELD DMV
1417,'30'S-STYLE SHOW-BUSINESS RESTAURANT
2173,JAIL CELL
1418,The Pimento Grove
1419,TROY'S HOUSE
1420,TRENDY RESTAURANT
1421,Route 18 Flea-Market and Drive-In
1422,CAPITOL CITY
1423,Springfield Botanical Gardens
1424,Botanical Gardens
1425,DELOREAN
1426,Insinutainment Tonight Studios
1427,TROY'S LIVING ROOM
1428,Troy's Bedroom
1429,Cracker Factory
1430,SALTING ROOM
1431,Springfield Commodities Exchange
1432,Springfield Art-house Theater
1433,STREET OUTSIDE MOE'S
1434,Bart's Car
1435,MARTIN'S HOUSE
1436,NELSON'S HOUSE
1437,HIGHWAY OUT OF SPRINGFIELD
1438,SITE OF THE WORLD'S FAIR
1439,DOWNTOWN KNOXVILLE
1440,DOWNTOWN KNOXVILLE STREET
1441,Knoxville Bonded Courier Service
1442,Hong Kong International Airport
1443,Cargo Plane
1444,BUSY HIGHWAY
1445,SANJAYS'S HOUSE
1446,Bumblebee Man's House
1447,JAILBIRD'S CAR
1448,SEWER PIPE
1449,CHILDREN'S BARBER SHOP
1450,SNIPPY LONGSTOCKING'S
1451,GRAVESITE
1452,CEMETERY GATE
1453,Caracas
1454,Villa
1455,Abandoned German Castle
1456,MAYOR QUIMBY'S OFFICE
1457,QUIMBY'S WAITING ROOM
1458,QUIMBY'S OFFICE
1459,QUIMBY'S OUTER OFFICE
1460,GREAT GRAMPA SIMPSONS' HOME
1461,NEW YORK HARBOR
1462,Calcutta Technical Institute
1463,Springfield Heights Institute of Technology
1464,Computer Lab
1465,DARK ALLEY
1466,IMMIGRATION SERVICE
1467,Suicide Notes
1468,CLEARING IN THE WOODS
1469,Hullabaloooza
1470,Hullabaloooza Fairgrounds
1471,Hullabaloooza Stage
1472,Veterinarian's Office
1473,Beach House
1474,STRIP MALL
1475,Teejay's Zaymart
1476,Downtown Pwagmattasquarmsettport
1477,BEACH BOARDWALK
1478,UNDER THE BOARDWALK
1479,FAR SIDE OF PARKING LOT
1480,BEACH IN FRONT OF THE HOUSE
1481,Convenience Store
1482,KIDS' BEACH PARTY
1483,Outskirts Of Carnival
1484,MARGARINE TUB
1485,Springfield Pond
1486,SAUCER
1487,WASHINGTON D.C. - REPUBLICAN NATIONAL COMMITTEE
1488,WASHINGTON D.C. - WHITE HOUSE
1489,Dole Campaign Stop
1490,SPRINGFIELD AUDITORIUM
1491,WASHINGTON D.C. - U.S. CAPITOL
1492,SMITHERS' HOUSE
1493,MODEL HOME
1494,Cypress Creek
1495,NEW SIMPSON HOUSE
1496,Globex Corporation
1497,GLOBEX
1498,Cypress Creek Elementary School
1499,Hallway Outside the Classroom
1500,"Miscellaneous, Etc."
1501,SPRINGFIELD GYM
1502,BACK ROADS
1503,Car Wash
1504,Springfield Penitentiary
1505,HISTORIC MILL
1506,New Haven Station
1507,Burns's Private Railroad Car
1508,RURAL ROADSIDE
1509,NATURAL HISTORY MUSEUM
1510,COSTUME SHOP
1511,OIL SPILL BEACH
1512,SPOOKY VICTORIAN HOUSE
1513,Burlesque House
1514,Upscale Kitchen Store
1515,Stoner's Pot Palace
1516,Casa Nova
1517,Southern Cracker
1518,LUANN'S HOUSE
1519,County Court House
1520,PROF. FRINK'S LAB
1521,NELSON'S ROOM
1522,Springfield Observatory
1523,Streets Of Springfield
1524,FLANDERS' FORMER HOUSE
1525,NEW FLANDERS HOUSE
1526,Calmwood Mental Hospital
1527,INSANE ASYLUM
1528,DOCTOR FOSTER'S HOUSE
1529,FLANDERS' BOOTH
1530,OBSERVATION ROOM
1531,FAIRGROUNDS
1532,Chili Cook-Off
1533,HALLUCINATORY DESERT
1534,HALLUCINATION
1535,Bob's All-Night Furniture Store
1536,WATERFRONT DISTRICT
1537,STORMY SEACOAST
1538,Lighthouse Control Room
1539,Lighthouse
1540,OPEN FIELD
1541,FBI BUILDING
1542,Police Lineup Area
1543,GOVERNMENT LAB
1544,Back Room
1545,SPRINGFIELD FIELD
1546,Municipal House of Pancakes
1547,SPRINGFIELD BASEBALL STADIUM
1548,SPRINGFIELD DOCKS
1549,Deserted Stretch Of Highway
1550,MOUNTAINS
1551,NEARBY PICNIC AREA
1552,MOUNTAIN BASE
1553,NATURE CENTER
1554,MOUNTAIN TOP
1555,Snowbank Above Buried Cabin
1556,Tunnel
1557,Buried Cabin
1558,Ranger Station
1559,Rocket Cabin
1560,BART'S
1561,MALL CONFERENCE ROOM
1562,The Androids Dungeon And Baseball Card Shop Comic Book Store
1563,Cockamamie's
1564,DOWNTOWN STREETS
1565,Sha-Boom Ka-Boom! Cafe
1566,SPRINGFIELD FREEWAY
1567,Ajax Steel Mill
1568,MOE'S PICK-UP
1569,Outskirts Of Springfield
1570,GATE TO SANTA'S VILLAGE
1571,Santa's Village
1572,ROAD TO SPRINGFIELD
1573,SPRINGFIELD PENITENTIARY CHAPEL
1574,Cecil's Brownstone Apartment
1575,SPRINGFIELD RIVER GORGE
1576,SPRINGFIELD DAM SITE
1577,CONSTRUCTION TRAILER
1578,Terwilliger Apartment
1579,DAM SITE
1580,DAM
1581,WATER-FILLED DRAINPIPE
1582,WATER PIPE
1583,TOP OF DAM
1584,DAM OVERLOOK
1585,CENTER OF DAM
1586,OBSERVATION POST
1587,TV ROOM
1588,South Street Squidport
1589,Dr. Nick Rivera's Walk-In Clinic
1590,Hibbert Home
1591,Springfield City Dump
1592,Duff Bottling Plant
1593,"Moe's ""Pet Shop"""
1594,CITY DUMP
1595,DUMP
1596,REAR OF BOWLING ALLEY
1597,UNDERGROUND CROSS-SECTION
1598,ATMOSPHERIC DINER
1599,Superstore
1600,MARTIN'S BACK YARD
1601,MARTIN'S BIRTHDAY PARTY
1602,Martin's Playhouse
1603,CHANNEL SIX NEWSROOM
1604,SPRINGFIELD PINE BARRENS
1605,Springfield Dog Park
1606,Repo Depot
1607,MODEST SPRINGFIELD HOUSE
1608,MITCHELL'S HOUSE
1609,Street In Front Of Mitchell's House
1610,Uriah's Heap Recycling Center
1611,Burns's Former Office
1612,Apartment Bldg.
1613,City Bus
1614,SPRINGFIELD BAY
1615,RECYCLING CENTER
1616,RECYCLING PLANT
1617,Li'l Lisa Recycling Plant
1618,RESIDENTIAL STREET
1619,SPRINGFIELD DUMP
1620,LOVEJOY'S KITCHEN
1621,LOVEJOY'S BASEMENT
1622,Eiffel Tower
1623,Mr. Sparkle Detergent Factory
1624,LONELY HIGHWAY
1625,Donny's Discount Gas
1626,Springfield Zoo
1627,ELSEWHERE IN THE ZOO
1628,"Baboon County, U.S.A."
1629,35 INDUSTRY WAY
1630,Bart's Factory
1631,CAJUN RESTAURANT
1632,New Orleans
1633,Bourbon Street
1634,BAYOU
1635,ANOTHER PART OF THE BAYOU
1636,Museum of TV and Television
1637,FRENCH RESTAURANT
1638,Men's Room
1639,Broadcast Booth
1640,VARIETY SHOW SOUND STAGE
1641,50'S ICE CREAM PARLOR
1642,COMROO
1643,Rommelwood Military Academy
1644,MILITARY ACADEMY
1645,Barracks
1646,BACK ON THE FIRING RANGE
1647,42ND STREET BETWEEN 8TH AND 7TH - '70S
1648,Lincoln Tunnel
1649,NEW YORK CITY
1650,Terminal
1651,WORLD TRADE CENTER PLAZA
1652,CROWN OF STATUE
1653,IMMIGRANT SHIP
1654,CENTER OF WORLD TRADE CENTER PLAZA
1655,Subway Car
1656,Another Subway Car
1657,CHINATOWN STREET
1658,WORLD TRADE CENTER TOWER LOBBY
1659,OBSERVATION DECK
1660,WORLD TRADE CENTER TOWER
1661,ACROSS THE STREET
1662,Office Building Hallway
1663,"""MAD"" RECEPTION AREA"
1664,MIDTOWN AVENUE
1665,Times Square
1666,MIDTOWN STREET
1667,Central Park
1668,George Washington Bridge
1669,FACULTY LOUNGE
1670,Storage Facility
1671,Armin's Bare Seedy Apartment
1672,RAILROAD STATION
1673,DOOR
1674,Dr. Pryor's Office
1675,PRESCHOOL
1676,SPRINGFIELD PRIVATE PRESCHOOL
1677,King Toot's Window
1678,ARMY SURPLUS STORE
1679,"PARIS, FRANCE"
1680,FRENCH MILITARY BASE
1681,FRENCH MISSILE ROOM
1682,PARIS STREET
1683,ALIEN PLANET
1684,ALIEN COMMAND CENTER
1685,PROFESSOR FRINK'S HOUSE
1686,Town Meeting House
1687,SPRYNGE-FIELDE GORGE
1688,WITCH'S CAVE
1689,WIGGUM'S' HOUSE
1690,GUN SHOP
1691,Gun Store
1692,MEETING HALL
1693,NRA MEETING
1694,Sporting Goods Store
1696,SPRINGFIELD PEE WEE FOOTBALL FIELD
1697,SPRINGFIELD FOOTBALL FIELD
1698,Apu's Car
1699,Air India Terminal
1700,MUSEUM OF NATURAL HISTORY
1701,CHURCH BASEMENT
1702,MUNICIPAL COURT
1703,Hilltop
1704,Vatican
1705,MALL ENTRANCE
1706,IMPOUND YARD
1707,CITY HALL CORRIDOR
1708,TEST ROOM
1709,REAL ESTATE OFFICE
1710,RUN-DOWN HOUSE
1711,Small House
1712,Murder House
1713,UNEMPLOYMENT OFFICE
1714,KLIFF'S KAR CHALET
1715,SPRINGFIELD TV STORE
1716,Jeopardy! Studio
1717,Screamatorium
1718,Hitler's Car
1719,Glass Bottomed Boat
1720,Airport Terminal
1721,AIRPORT TARMAC
1722,MOVEMENTARIAN COMPOUND
1723,MOVEMENTARIAN SCHOOL
1724,Movementarian Day Care Center
1725,Springfield Fire Department
1726,Underwater
1727,Cave
1728,Shoe Store
1729,Springfield Amphitheater
1730,Coffee House
1731,Stu's Disco
1732,PARTY SHIP
1733,SPRINGFIELD OUTSKIRTS
1734,DRIVE-IN MOVIE
1735,DRIVE-IN
1736,RAILROAD CROSSING
1737,Cliff Overlooking Springfield Harbor
1738,MID-AIR
1739,Art Gallery
1740,CHANNEL SIX
1741,CONTROL BOOTH
1742,KNOWLEDGEUM
1743,SEX-EDUCATION PAVILION
1744,Toy Store
1745,Abandoned Prison
1746,Morningwood Penitentiary
1747,PRIMITIVE AMPHITHEATER
1748,NAVAL RESERVE RECRUITING OFFICE
1749,NAVAL RESERVES RECRUITING OFFICE
1750,Back Room of Moe's
1751,NAVY BARBER SHOP
1752,PIER
1753,LEGION HALL
1754,AMERICAN LEGION HALL
1755,Piercing Store
1756,Port Springfield
1757,SUBMARINE DOCK
1758,SUBMARINE
1759,OFFICER'S MESS
1760,TORPEDO ROOM
1761,ENEMY SUB
1762,S.S. JEBEDIAH
1763,Sub
1764,OCEAN FLOOR
1765,S.S. JEBEDIAH BRIDGE
1766,GENERAL ASSEMBLY
1767,U.s. Aircraft Carrier
1768,ENGINE ROOM
1769,SUBMARINE HALLWAY
1770,Pacific Ocean
1771,NAVAL COURTROOM
1772,Flanders Kitchen
1773,Irs Office
1774,IRS WAITING ROOM
1775,IRS INTERROGATION ROOM
1776,FRENCH AIRPORT
1777,BURNS' BEARCAT
1778,Airfield
1779,AIRCRAFT HANGAR
1780,"10,000 FEET OVER THE GULF OF MEXICO"
1781,Burns's Plane
1782,GOVERNMENT JET
1783,Havana International Airport
1784,Havana
1785,PRESIDENTIAL PALACE
1786,CASTRO'S PRIVATE OFFICE
1787,TV STATION
1788,Animal Assistants
1789,Channel 6 News Studio
1790,BROCKMAN'S HOUSE
1791,RAMSHACKLE HOUSE
1792,Railroad Tracks
1793,DONUT SHOP
1794,Department Store
1795,SANITATION COMMISSIONER'S OFFICE
1796,CITY CLERK'S OFFICE
1797,Garbage Truck Parking Area
1798,Suburban Street
1799,Wiggum's Dining Room
1800,Homer's Office
1801,Cliff Above Abandoned Mine Entrance
1802,FLANDERS BACK YARD
1803,Cletus' Outhouse
1804,JET
1805,FLAG ZONE
1806,BASE OF THE MURDERHORN
1807,POWER SAUCE CORP.
1808,Yuk-ingham Palace
1809,Deserted Area
1810,RUSSIAN NEIGHBORHOOD
1811,Springsonian Museum
1812,STEEP ROAD
1813,OPERATOR'S BOOTH
1814,EGYPTIAN EXHIBIT ROOM
1815,THEME RESTAURANT
1816,Barn
1817,BED AND BREAKFAST
1818,MINI-GOLF COURSE
1819,WINDMILL
1820,SUBURBAN NEIGHBORHOOD
1821,SOMEONE'S BACK YARD
1822,SKY ABOVE SPRINGFIELD
1823,Crystal Cathedral
1824,FOOTBALL STADIUM
1825,Dingo Junction
1826,Nurse's Office
1827,Vent
1828,VENTILATION DUCT
1829,KBBL RADIO STATION
1830,FRINK'S HOUSE
1831,MUSEUM ENTRANCE
1832,Edison's Laboratory
1833,EERILY-LIT COURTROOM
1834,Municipal Building
1835,OFFICE DOOR
1836,ITCHY'S HOUSE
1837,ITCHY & SCRATCHY STREET SCENE
1838,FLYING SAUCER
1839,GRASSY AREA
1840,Alec and Kim's House
1841,WINNEBAGO
1842,TWENTIETH CENTURY FOX STUDIOS
1843,FOX EXECUTIVE'S OFFICE
1844,FARM LAND
1845,Groovy Grove Natural Farm
1846,Eatie Gourmet's
1847,Hallway Outside Boy's Bathroom
1848,Springfield Public Beach
1849,GHOST TOWN
1850,Bloodbath Gulch
1851,Train Tracks
1852,Waterfront
1853,Clothing Store
1854,TRAMP STEAMER
1855,Bodyguard School
1856,MAYOR'S MANSION
1857,Springfield Dinner Theater
1858,DINNER THEATER
1859,Las Vegas Strip
1860,SURVEILLANCE ROOM ABOVE ROULETTE TABLE
1861,ROMAN EMPIRE THEME BAR - LATER
1862,Casino Dining Room
1863,CASINO LOBBY
1864,Nevada State Line
1865,DESERT - LATER
1866,SPRINGFIELD MEMORIAL STADIUM
1867,PLAYING FIELD
1868,RIGHT FIELD BLEACHERS
1869,DRIVE-IN THEATER
1870,FENCE OUTSIDE DRIVE-IN
1871,WIGGUM'S BILLBOARD
1872,KRABAPPEL'S KITCHEN
1873,GOVERNMENT SURVEILLANCE ROOM
1874,Tire Store
1875,Tire Store Waiting Room
1876,SPRINGFIELD TRAVEL AGENCY
1877,STADIUM PARKING LOT
1878,SKY BOX
1879,Tv Production Company
1880,Costington's
1881,DRESS SHIRT COUNTER
1882,GARDEN PARTY
1883,Springfield Forest
1884,Apt. Building
1885,Tiffany's
1886,SPRINGFIELD WATERFRONT
1887,Car Dealership
1888,WILD ANIMAL PARK
1889,PORTA-JOHN
1890,"PORTA-JOHN, CONTINUOUS"
1891,Canyonero
1892,P.J. O'HARRIGAN'S
1893,TWO-LANE HIGHWAY
1894,Medical Building
1895,New Age Store
1896,Lisa's Tank
1897,Homer's Tank
1898,Repo Truck
1899,UNDERGROUND
1900,SPRINGFIELD BEACH
1901,Slaughterhouse
1902,Red's Truck
1903,Door Store
1904,Truck Stop
1905,Roadside Market
1906,Homer's Truck
1907,GEORGIA HIGHWAY
1908,Truck Depot
1909,Garden of Eden
1910,OUTSIDE THE GARDEN OF EDEN
1911,ANCIENT CONSTRUCTION SITE
1912,PHARAOH'S CONSTRUCTION TENT
1913,PHARAOH'S TENT
1914,GREAT PYRAMID
1915,GREAT PYRAMID ENTRANCE
1916,Red Sea
1917,TOILETS
1918,OTHER SIDE OF THE RED SEA
1919,SOLOMON'S TEMPLE
1920,JERUSALEM ROYAL PALACE
1921,Jerusalem
1922,PALESTINIAN COUNTRYSIDE
1923,TOWER OF BABEL
1924,Base Of Tower
1925,Mom & Pop Hardware
1926,GALLERY
1927,INTERNATIONAL OLYMPIC COMMITTEE BUILDING
1928,INTERNATIONAL OLYMPIC COMMITTEE OFFICE
1929,Tour Boat
1930,YACHT
1931,Megastore
1932,Supermegastore
1933,Roof Of Building In Downtown Springfield
1934,Base Of Building
1935,Scotland
1936,Loch Ness
1937,LOCH
1938,Las Vegas Casino
1939,Euclid Street
1940,MENSA HOUSE
1941,CYBER CAFE
1942,The Java Server
1943,33 Cent Store
1944,Plane
1945,TOKYO SKYLINE
1946,TOKYO HOTEL
1947,Simpson Hotel Room
1948,DOWNTOWN TOKYO
1949,Tokyo
1950,AMERICATOWN RESTAURANT
1951,TOKYO FRUIT STAND
1952,TOKYO STREET
1953,Sumo Stadium
1954,ELEGANT TEA ROOM
1955,AMERICAN EMBASSY
1956,FISH GUTTING FACTORY
1957,GAMESHOW SET
1958,TOKYO TOWER
1959,RIM OF VOLCANO
1960,Volcano
1961,Electric Car
1962,Theater Lobby
1963,PRIVATE JET
1964,Movie Studio
1965,Mini-van
1966,Mel Gibson's Office
1967,Hollywood
1968,Beverly Hills
1969,SCREENING ROOM
1970,Street Outside Studio
1971,HOLLYWOOD AUTOMOBILE MUSEUM
1972,HOLLYWOOD BLVD.
1973,MERCEDES
1974,ROAD WARRIOR CAR
1975,PRINCIPAL'S OFFICE
1976,DRUG COMPANY
1977,STREET ON OUTSKIRTS OF TOWN
1978,ARMY BARRACKS
1979,Another Street
1980,Springfield Shopper
1981,NEWSPAPER PRESS ROOM
1982,PRESS ROOM
1983,NEWSPAPER
2366,Clinic
1984,Planet Springfield Restaurant
1985,ROTATING RESTAURANT
1986,TASTE OF SPRINGFIELD FESTIVAL
1987,TASTE OF SPRINGFIELD
1988,COASTAL ROAD
1989,SIMPSONS FRONT YARD
1990,HIGH TECH BUILDING
1991,SPACESHIP LAUNCH AREA
1992,SPACESHIPS ON LAUNCH PAD
1993,GOOGOL-PLEX
1994,THEATER DOOR
1995,OUTSIDE FRONT DOOR
1996,Behind Farmhouse
1997,Feed Store
1998,Farm
1999,ROADSIDE STAND
2000,LAVATORY
2001,Road in Front of Simpson Farm
2002,"""SPRINGFIELD SQUARES"" GAMESHOW SET"
2003,SPRINGFIELD STATE BUILDING
2004,Springfield Trade Center
2005,Underground Chamber
2006,Springfield YMCA
2007,IKEA-TYPE STORE
2008,SH_P
2009,SHOWROOM
2010,SHOP
2011,LOOKOUT POINT
2012,Greaser's Cafe
2013,GANG'S CAMP
2014,POPPA WHEELIE'S
2015,Rural Gas Station
2016,ROOM BEHIND CHALKBOARD
2017,Research Room
2018,SUBURBAN LIVING ROOM
